小米SU7 #小米su7 #小米汽车
我有什么理由对一个品牌忠诚？可笑至极…… 101778134237 炉边读经 广东
一台小米汽车的价钱，我可以买三台比亚迪了，比亚迪续航一千多公里，充电几分钟 51348070605 为之难者亦易 广西
情绪不对[呲牙] 93326308827 铭铭6586 北京
这次雷总有点不懂事震哥说的有气没力的[呲牙] 57489908842 俊音飘飘 广东
🍀好运如花开 57489908842 俊音飘飘 广东
哪哪都可以，就是这个轮毂太丑了 66955918826 沉着饺子TtC 宁夏
一针见血 4567555405 秋天的枫叶44060722 湖南
说到底这个车你知晓一下就ok了[呲牙] 5448775581 陰川小蝴蝶 广东
🌻春暖花开好运到 62660985055 无拘无束的进取高山GE 湖北
就不能直接说买么？整个忠诚度[呲牙][呲牙]！ 53372626796 熊锅埚 广东
震哥老粉都看得出来，小米不懂事儿，震哥不开心了[奸笑] 101515612710 真诚雪梨Z6 江西
实际使用车的过程中，其实这些物理按键还是有便捷性的。你说的啊，没啥功能，或者多余的东西，我反倒觉得很有用，见仁见智！ 50417731998 浪儿翻起 广东
很主观的客观 3671912468 师傅星辰 上海
[玫瑰] 15371666885 后会无期zZZ 广东
价格偏贵👍 74965223347 naive12138 广东
尾灯确实不好看 1117551176718910 一个人看海8667 广东
震儿，半小时五万台，这个忠诚度怎么样？[泪奔] 6327939200 史上最强铁匠科比 山东
听到三分之一，就知道雷总不懂事了 3807399368 短腿柯南 云南
总觉得想喷又不太敢喷的感觉，憋的难受不？ 2748946224 枞榕居 江西
没给钱啊，一堆设计不合理，你认为合理才合理 3125219873 喝醉的小强强 四川
这辆车的外观设计充满活力和动感，内饰也非常精美。它拥有出色的驾驶性能和稳定的操控感，能为您带来激情四溢的驾驶体验[比心] 228319286796925 一片冰心在玉壶 内蒙古
雷老板，有人点你了…… 3996821278 会笑的水晶虾 安徽
好像什么也没说？又好像说了什么？到底说了什么[捂脸] 68290208801 無為轩 山东
我喜欢小米汽车，它个性鲜明，设计独特，很符合我的审美 3239622491244971 热心博学多才的湖泊 福建
最不喜欢小米这种不充值的，车评人介绍的也没精神。 2137928775241415 一叶浮萍321 江苏
转发了 18199306284 泠月无涯 
支持一下 2881200895296893 开朗原野Zx 上海
小米汽车真的是太喜欢了，高颜值，高配置，新能源汽车，而且价格也很不错，很亲民[比心] 3239622491244971 热心博学多才的湖泊 福建
雷总发布会说话都没自信，这是雷总传染了给你？ 20635957611 恩波公园 浙江
好细致的体验和介绍，竟然都试驾小米汽车了，太羡慕了[微笑] 1893791606773337 拒绝融化的冰66 北京
五菱出双倍 73163034745 广西寻螽记 广西
在尬黑 53096508069 平地一口痰 北京
小米SU7外行美观、性能又好，价格美丽，一定会大卖 2399547973441952 F芳 湖北
震哥的意思我听懂了，风躁胎噪大[呲牙] 5760115417 阿拉灯神丁111 江苏
说的挺中肯的，支持陈震！ 3889540312 焚琴煮酒29141131 江苏
哈哈哈笑死了这次 52005359755 自渡Byme 安徽
被包养就别谈性格独立！只不过是个嘴替而已！话风里充满了讽刺！ 62957957176 植物养成记 天津
20多万单电机400V76度电池，雷子哪来的自信，30万的车子连个夹胶玻璃都没有，爱谁谁吧，时间会证明一切 377829089350920 挺不住了老铁 湖南
小米汽车外观时尚大气，科技感爆棚，续航也是最牛的！关键是价格好这么良心！！ 85316063903 乐意 河北
雷总攻关不到位。 100688449050 知情达理香瓜MC 上海
怎么看起来有点像特斯拉？ 6121505255 无菌无痕 上海
陈震讲的还算贴合实际～ 63207040288 缘遇豪哥 陕西
[赞] 51462475716 霍闪戈 广东
陈震是谁？ 91681324100 小人物pro 山东
论外形，可以说70-80左右的车没有能比小米好看的！至于小米汽车质量，如果你们认为其他国产电瓶车质量如何，小米质量就是如何，没有什么区别！如果你打算20-30万买一辆国产电瓶车，我说的是年轻人，那就非小米莫属了！我是不会买，我不买不是因为他是小米，我不会买任何电瓶车，更不会买国产车！如果你能接受国产电瓶车，这个价格区间内，一定是小米！！！还有，我劝大家不管你买什么品牌的油车、电瓶车，都不要以自动驾驶为参考点，这个就是哄你们玩的！！！没有任何意义！！！不如去掉这个功能，把价格降下来！！！ 4372596209 北京就是牛牛牛犇 北京
钱没给够？ 69644887651 即墨寂寞哥 山东
我理解你，不敢乱吹，怕把口碑砸了 3162667827080048 博学多才的菠萝Ihd 湖南
没给钱，后面小米给够钱的话这个视频会不会删了？[捂脸] 3711569415911091 马上吃西瓜 上海
震哥，还是挺大气的[呲牙][呲牙][呲牙] 62867299976 LEE 湖北
军儿的马内没给到位 1579349811672272 社会边角料996 江苏
这么少，你受得了吗 3690042588 彩旗飘飘911 广东
隔音运动的 特别有存在感，这用词[赞] 93167698238 技术菜男 江苏
👏一语中的 3627438324 海岸炮 福建
哇，这辆车。太好看啦，这外观颜值非常的赞，喜欢，喜欢。 3283584862915067 珍惜童年 江西
哎冰箱彩电大沙发~ 100506874420 基鼓传花 安徽
小米一只创新都很棒。支持雷总，支持小米。[赞][赞] 2128295764970205 快乐奶茶 重庆
这个大屏单卖不[捂脸] 2905848846 番茄卤肉饭 北京
[赞] 63448085273 浪矢的杂货铺 江苏
说得还是很中肯的，毕竟2024年了，很多东西都不新奇了 50265660104 TooYungTooSimple 重庆
实际续航呢？ 51551312562 海阔天空2O1O 北京
小米汽车以一场震撼的发布会正式宣告了，小米SU7超长续航，智能服务，安全服务，里面满满的高科技，值得购买 106634685667 与小赵 内蒙古
小米汽车以一场震撼的发布会正式宣告了，小米SU7超长续航，智能服务，安全服务，里面满满的高科技，值得购买 106634685667 与小赵 内蒙古
这绝对没充值，谁还叫他充值震。 6913462397 想要独行的狗 河南
说得好含蓄，哈哈哈哈哈哈 3162667827080048 博学多才的菠萝Ihd 湖南
震哥，这价格怎么样 106198726968 御赐贡茶 山东
为什么发布会没有看到你的评论视频[机智] 19550070791 alex112 江苏
一针见血 54218316092 U哥哥1u0f 广东
不用尬吹，也不用吹毛求疵，这个价位，电车直接冲前三 2318195482170670 梨又玩具屋 湖北
钱没到位！ 2885597072729043 透明人 北京
里面真low 3597249752601675 杨家豪的故事 内蒙古
隔音比较运动，奔放感十足[捂脸] 104445579459 慈云寺吴彦祖 天津
我觉得su7的很多设计都是花了心思，不过各花入各眼罢了，定价20几万，你要拿出单一配置去跟其他比它车价多两三倍的车去比就没意思了！开的起那些车的人也不会买这个，开不起也没必要眼高手低！作为电车，我觉得主要还是电机是主要考虑因素，能稳定行驶稳定续航就OK了。听下来整个车评，我就觉得顶配还没有双层玻璃导致噪音太大这个比较难接受，其他只能说在这个价位不错了 3246237900 見山見海見眾生 广东
说实话这个方向盘太low了 3723483384 家和万事兴平安诸事顺 江苏
就这个价位，国内的一没毛病 2318195482170670 梨又玩具屋 湖北
能买小米车的不一定买得起小米📱，所以有车米家[捂脸] 4143379635254923 查查19830616 江苏
智能化这个功能他是都互相的，手机有了这些功能其他那些智能硬件就必须得去掉？生态就是要互相互动起来，这个功能设备之间这个有那个没有，你不觉得不对吗？ 59598048209 多才随风飘摇 宁夏
有点意思 2881200895296893 开朗原野Zx 上海
怎么感觉这车骗骗还有两个肾的入世未深的小年轻还行，成熟男人不买这套。[看] 108049565878 电影不落幕 广东
这电视屏幕真够突兀的丑 50334317056 紫色辣椒25257758 北京
我不用小米手机呢， 2318195482170670 梨又玩具屋 湖北
我只知道后视镜的成本高了 4588300071 老司机杜先森 江苏
关门声[捂脸] 1807236204859063 西遇佳 陕西
好想去试驾🤙 这颜值大爱了 就它了[捂脸][捂脸] 4057677938829050 奶油兔 海南
收了多少 6496780692 理想我可以采访你吗 福建
绝了绝了 3956988390 FCBZFC 江西
千呼万唤的小米汽车终于上市了，很喜欢海湾蓝！ 782443926790798 繁星如水 重庆
20万真不值 61721497723 爱柒土豆兔youyi 江苏
交了费用就是不一样 5862875715 鹅城李叔 广东
为什么觉得有点像在玩大家来找茬[狗头] 1261892056135287 小囡老好看啊 上海
送你一朵小红花 1530422205 会开车的奶爸安静 甘肃
只能说雷军打点没到位[呲牙] 92862920826 LchM 广西
收到营销费了吧，使劲吹就对了 1834416639058155 九叔看百态 广西
中规中矩，挺好的 3112524433 狗屎般的爱情 重庆
这看来是钱给少了啊 52017940845 祖国永远繁荣富强 浙江
还没univ好看 85776270492 我有医保vip我先上 浙江
忠诚度和性价比挂钩，既然还需要考验，那就是车子性价比一般般啊。 1692891390426509 吧哦嘻嘻 云南
感觉震哥，想吹吹不动的感觉，因为没什么大惊喜，车的功能也是大众化的功能没有惊颜，只能大概说一说 53711369181 Ming0830 广东
小米苏7确实太漂亮太好看啦！值得拥有[比心] 4180772156345748 柿柿如意e 北京
看来你脱离群众好久了，这个价位一直算很好了。 58774628384 痞子猫17 山东
只能这么说同价位小米更具性价比 3971207277 飘柔遇上海飞丝 山东
实体按键还是很有必要的 5816246547 杜国记忆 广西
果然如网友所说到期没有续费[呲牙][呲牙][呲牙] 2947115458 hiccup013 贵州
这都是在一个地方拍的视频嘛 1233120945 幼儿时的记忆 江苏
我就想知道这是众泰2.0吗 4680540626 来自神经病院a 浙江
千呼万唤[泣不成声] 3093367658 笑眯眯333666 阿根廷
假装很客观 67287003332 足尖下的北京 北京
震和有话要说，可是欲言又止了，可想而知[灵光一闪]，钱拿了，应该是一顿行云流水的吹捧。[灵光一闪][灵光一闪] 59511279375 热情的我不懂就问 江苏
各花入各眼吧 SU7这车也不是给萝卜哥这种开惯了豪车的人准备的 6371964750 漫步云端的粑粑 上海
👍厉害厉害 51505403313 舞光弄影 河南
讲讲16.8亿种驾驶模式吧，让大家开开眼界 145551400370296 视野枫叶9r 贵州
后视镜会车的时候要小心 4424034044873756 一位默默无名的朋友 浙江
充值不到位，陈震一般不这么冷嘲热讽的 16482341624 智勇双全咖啡18 湖南
第一批客户都是真粉，为我们后面的用户提供宝贵的改进意见。 4095006833386462 江柠 福建
All I want to know is how is Su7’s driving performance compared with Porsche Taycan…..[赞] 4740380284 SAInBeijing 北京
换后视镜老贵了[灵光一闪] 106169881720 楚天歌 广东
四缸还是六缸 105010919038 三和老大 浙江
华为给更多钱了？ 4449318348 淡定星空AP 辽宁
叁年后再看新死力 6328793731 寒柏孤鸦 四川
[赞][赞][赞] 5929403682 tlongzai123 广东
说的有些扯淡 3750566316 三石6699 广东
黑色比较好，年纪大了，受不了这些骚色[捂脸] 4108232872967803 愿你有阳光、自由和一点花的芬芳 广东
得充钱[比心] 110800331275 妮妮721483 湖北
🍀好运如花开 4350119506084830 环游地球365天 河北
最后一句话是重点！ 804461181155115 悟空座驾之筋斗云 上海
还是出差有点意思 4151395626269534 黑曼巴宣言 海南
如果用的不是小米手机呢？[泪奔] 3927435800 走走游 江西
尾部和轮毂钢圈太复杂，欣赏不了 64126378754 六一愚人 湖北
雷军一谈到续航，就含糊其辞，核心一点没谈，都是什么轮胎和车主驾驶习惯[捂脸] 105126371534 思考方能辩真 上海
💐花开接好运 78663309636 依依故事分享 安徽
没给米 5943837980 恩施眼镜大师 湖北
隔音 运动？ 4728607349 某个手机不点胶 山东
怕被保时捷告外观侵权，把车尾部搞得太复杂了，车尾设计是最大的败笔。 64126378754 六一愚人 湖北
还是钱没到位 88005427370 罗生门梦想家 湖北
震哥，开车的时候不能看手机[捂脸] 1359124625 观厚理 广东
小米汽车颜值爆表 高级感十足 100645600158 时过境迁 云南
听他这一说，小米汽车就值70分 866040861697405 天鹰王子2023 山东
同样的价格比质量，同样的价格比质量。越级就没有可比性了 3249780774930508 1飘在他乡的云1 四川
全网都在夸。。。。。 50403383927 独行者馒头 湖北
请问各位整个视频下来，说了多少个这你受得了吗[捂脸] 100595410096 安静的怀念905 浙江
[赞][赞][赞]颜值不错，除了车标 5974186053 古木英龙 福建
m9太激进了 3311382569171844 习惯寂寞的安稳 陕西
啥？？？忠诚度！！！[大笑][大笑][大笑][大笑][大笑] 3421299218588083 熊大漂流记 浙江
我对北汽的装配工艺持保留意见[捂脸] 2436135046626556 用户1884036399136 广东
m9太激进了 3311382569171844 习惯寂寞的安稳 陕西
突然有个想法：电动车的前备箱如果嵌入一大块硅胶、橡胶之类的，撞车会不会起到巨大的缓冲作用。[抠鼻] 72589713049 唐门弃徒 北京
轮毂有点滑稽 59403573604 一脚油门儿 重庆
这次给震哥点个赞[赞]说的很客观，基本所有的缺点都暴露了[捂脸] 83644256653 随心所遇2015 河北
看了那个老鼠的评测，真实舔的不要不要的 6393211298 大奶容有 湖北
真的好看啊 11436883976569 哪有什么瓜呐 广东
小雷充值少了吧[我想静静] 83165284940635 巫山彬哥 湖北
还记得吗？小米！为“发烧”而生！不知道这次为什么而生！ 4402097817 巴博斯250 陕西
非常明显的带有情绪的一次测评！！！为啥呢[捂脸]！ 4891647495 小渔兒 辽宁
长续航确实不错，价格也合理，肯定大卖。 111065261571 h胡萝卜 湖北
保时米真香！停车的时候注意观察一下附近有没有保时捷，避免大家尴尬 6770634681 112020426 湖北
没有刻意吹；因为实在没有啥可吹的[捂脸][捂脸] 4595171224 外向河流2nS 安徽
小米特意为苹果留一手，明显是想跟华为对着干了 3364146182893175 土豆long 云南
我开车比较少，我有点疑问按喇叭代表紧急事故开启行车记录仪，意思说以后鸣笛不扣分罚款了吗？ 936407647138766 佛叔说话不腰疼 广东
确实好看 8198461712 别再逼自己 山东
相信国产品牌 支持小米智能汽车 100645600158 时过境迁 云南
好像国产品牌很多都有保留启动按键，包括宝马也是 3694548342 peng22342708 广东
想起了小米手机[捂脸] 101237333769 sunwe 山西
很难得的没恰饭评测，最后一句是亮点 1156337472910062 普通生活方式 广东
我个人还是喜震哥说有机械感的车！ 89436545098 不要太正经 广西
哈哈，杠上了 108653632633 飞翔的epace 江苏
中控物理按键主要是给哑巴预留的 528237391513038 解铃人o 广西
我觉得震哥就是站在客观的角度实话实说，毕竟这是小米的第一台车，他挑的毛病也都是为了小米后续车型更好的改进，相信这也是雷总想看到的真实反馈，毕竟这是小米汽车的开始，更多不同的声音是好事。 4296775438 斯塔克包 吉林
看样子小米没给钱[捂脸] 1341832991357448 顺洋海钓 广东
画蛇添足，显得丰富[捂脸] 103984643079 哼哼路人甲 北京
有失中允 和百万车比呢 104298185018 David这些年 北京
[赞][赞][赞] 100732883376 牛龙不打架 湖北
有一说一 小米这车 任凭各种黑 也阻挡不了它是个大杀器[机智] 66816270634 建业不服 河南
亮点没华为的那么亮眼，中规中矩，蔚小小理 449050791642574 平常平安平凡 山东
这次挺客观的。雷总有点小气。 610970806528910 亲切星星yQ5 浙江
中控强制3个卡片挺好，越多越乱还不安全 3311382569171844 习惯寂寞的安稳 陕西
小米su7价格合理，颜值超高，性价比拉满，真的让人很心动 997970037966212 认真的小猫 江苏
🍀好运如花开 52759941148 命硬555 四川
一脸的嫌弃，又不好直说，哈哈[捂脸] 2244523601 大嘴说事O 山东
我也好喜欢海湾蓝，设计感也很不错！ 218116008984137 温柔如故 重庆
全网恰的最早的 95420122586 完美山雀hT 四川
小米汽车的外观也太好看了吧爱了爱了 110956835023 小可爱 四川
震哥非常客观了[赞][赞][赞] 5734376373 风姿卓越海浪mGL 广西
功能越多，吐槽的点就越多。 1253070149264827 兴宁不晒 广东
这次，陈震个人想法怎么这么多[捂脸]。小米不大气 896854353263147 好奇乔斯林0t9 四川
侃侃而谈[捂脸][捂脸][捂脸] 74838571862 国产抬杠专业户 山西
不是说好几亿模式吗？ 69967561673 奉命发财 福建
说实话小米汽车这车真不错，性能拉满，外形运动，大溜背，颜色也不错，价格非常美丽，真心不错啊～ 592011473199402 心晴 辽宁
小米首创的半隐形的门把手 93321463856 禹事成 山东
买车我只认华为 6643375200 qihang101685126 广东
轮毂确实一般 2031550768616875 杜卡雕 北京
[捂脸]想知道这个车撞车了能不能把别人车撞烂 1165928250488110 扬子K歌音响工厂号 广东
不会买 3364146182893175 土豆long 云南
美了美了！这颜色和配饰，不管是年轻潮人，还是成功商界人士，都能选到一款适合的。 3142877549698666 亲切枫叶 湖北
后排坐垫太低 4252551642881453 燶龘龖 河南
太到位了 1156340844860030 志凌云深圳 广东
小米su7的颜值太高了[玫瑰][玫瑰][玫瑰][玫瑰][玫瑰] 3324525832836168 聪明的光束7fX 四川
这咋给高评价。。不知道怎么吹。吹的点在哪里。。 55673496612 挖鼻孔的平头哥 山东
[捂脸] 51141044540 胖胖抬头看宇宙 浙江
感觉好几个测评都有点无力感啊，初晓敏也是这个感觉 5747371295 八哥超人 浙江
我从来不喜欢电车的都有冲动买。这就是小米的成功之处。绝对是爆款。绝对消灭那些乱七八糟的杂牌～话说，我最喜欢紫色，21.59万的价格太合适啦，立马买一辆～雷总果然给粉丝们一个超大惊喜价哈哈哈 592011473199402 心晴 辽宁
没给你钱吧[捂脸] 54907176637 Limto 黑龙江
16.8亿驾驶模式不介绍？ 4266805855 往事如风 北京
激光雷达不符合审美 4039138827 吴晓峰32116118 浙江
哇撒，这外观太好看了吧，颜色超正[赞]喜欢[比心] 588936379898280 甜甜李子味 四川
生态智能小米汽车，让我们出行更便捷 51202321398 倩倩 北京
别的不说，人家特意搞的涂层遮紫外线和隔热，让你不用另外贴膜，怕你太晒，你说颜色太深了，这你受得了？ 14491637931 霜寒十四州2019 广东
越智能小毛病越多 63935063805 南通一龙 江苏
看了你的客观测评，知道你为啥你开心了！ 2194275336729132 前行在梦想 北京
隔音比较运动...[笑哭][笑哭][笑哭][笑哭][笑哭][笑哭][笑哭] 6001089501 司徒钟XL 江苏
再等一个月各种飙车视频就出来了，视频中绝对有尾翼升起来了，加油门了 57773878223 淘车乐 北京
你有什么需求尽管提 55775426226 同行TONGHANG 重庆
29.99W的价格可还行？ 63568185314 A人生若衹如初見A 江苏
漂亮 101958488745 顽强荷叶nX 浙江
充值没到位 580133326685736 但你的眼泪下在我心脏 江苏
要想看中肯的测评，我建议不要看车评人的评价！ 2471322024678830 Lone梦舍 湖北
确实想往坏了说，但又有点不知道怎么黑…… 2923664086 镜湖之光 泰国
明显钱没到位 4023855021037949 顽强金桔TW 甘肃
看你的视频你受的了吗。我也觉得受不了。如果是真的就这一种车，我们都受不了。这个颜色你受的了吗？[捂脸][捂脸][捂脸] 91854434738 猫咪1392 山西
雷军不需要花钱请广告代言，他自己就是代言人，所以小米汽车问世一定是汽车界的骄傲 1658526392392558 德才兼备小红书fDM 四川
不搞爱国营销的车都是好车。 5451737056 一心一意晚风eSd 山西
小米品牌值得信赖，小米汽车的外观特别的好看，很心动，而且性价比高续航能力也强 2792398382443052 清爽小红花 辽宁
我是颜值控，就喜欢小米这款车的设计 2012519240835770 小琪琪 四川
沙发 3713619920 西陵小工 湖北
小米汽车绝对用心了，雷军37就可以选择退休享受沙滩美酒比基尼，他选择继续创业小米手机，3年前他又可以享受退休，他选择再创业小米汽车，就冲这一点，真男人有梦想，佩服 5939477721 Mr周某某 浙江
希望不要成为车中小米！ 6964205376 快乐的生活家Ja 江西
家里都是大高个子的别买空间真的小 6112792936 吉吉吉祥吉吉 北京
震，一直保持一个高姿态，不远不近，等着小米方面求着给他送一辆测试车，还有高额的评车费，可能小米方面不太懂事。 5432537489 宇宙以外还是宇宙 内蒙古
这条测评是这么多自媒体测评里最中肯的[呲牙] 3252002397 智能家居安装工程师 广东
一边开着车，一边操作屏幕，不怕万一吗 5407321896 雪铁纳1888 天津
嘴上说的很中性客观的样子，可你却对比高价位的车，同价位你是一点也不对比 1429005047436936 赣州小曹A 江西
高级黑 10117266901 Pistol7 江苏
很含蓄，你实话实说就行 19022033650 聪明熊猫Q6 山东
评价比较中肯[赞][赞] 5451596986 维维8豆奶 河北
你20来万，还想买个啥车，军儿是不是没给你给 3953454704503367 青涩钢琴xm 新疆
档位呢？屏幕上滑？ 74087610978 二至 四川
这次明显没有给到位[祈祷] 3776608969 拖狗上街 四川
震哥用心了 100958247457 六一的雨点 山东
🍀以花之名传递好运 100958247457 六一的雨点 山东
回头率高是以为是保时捷 52279274755 搏爱149906110 江苏
拿多少钱办多少事[呲牙]不寒碜[耶] 452588676060062 颖文与你观天下 河南
多弄一些自定义的按钮挺好的 5845877203 坚持的我67952336 河南
有一位主播说的好，如果没有合资车，国产车定的价格会给一般的老百姓买不起。差的学生文具多[流泪][捂脸] 1673899857948396 柠檬香菜 广东
有一位主播说的好，如果没有合资车，国产车定的价格会给一般的老百姓买不起。差的学生文具多[流泪][捂脸] 1673899857948396 柠檬香菜 广东
转发了 5850743803 中国科技雄起 
很中肯，不盲目的胡夸，震哥牛逼 99277200533 才思敏捷的大嘴影视 河南
有气无力，这是充值不到位啊[耶] 55226789654 今晚打老虎 陕西
腿长的膝盖会不会顶到中控屏的边角？ 1855597262675997 完美水滴rKi 浙江
一切为了运动而生[捂脸]，我家拖拉机也是这样的，没有舒适感就用运动来概括，重复的功能就说世界首创[捂脸]，反正是很考验智商的绕[偷笑] 6369864529 我在看着你 广东
最真实的点评[赞] 57688432819 石佳乐today 天津
感觉有点刻意黑 2551311888552779 花景强 贵州
小爱这个没啥吧 需求就是互联，手机也好，车机也好能联就行了，就看个人习惯了。 82319364794 故事的小黄瓜 四川
看你这嘴脸[我想静静] 6494870828 哦嗦咿 安徽
支持一下 3535618263764779 好学水滴I 广东
出了个热门车这帮车评人都冒出来了，问题车展的时候没一个吱声的 52765466292 前锋47 辽宁
车评还得看震哥[比心] 518582489588648 地板z先生 广东
轮毂漂亮[赞][赞][赞] 58819243591 余sir13 广东
内饰看起来很廉价 2928697711535838 成熟蛋糕2x 浙江
👏头头是道 1623345937529614 阿白的狗 浙江
👏头头是道 1623345937529614 阿白的狗 浙江
还是实体按键好 100370536330 天天钓鱼天天爽 广东
很明显感觉到小米对震哥的不重视，点评带有一丝不屑和小情绪 101792074831 害羞de哆啦 广东
转发了 4344495851 养心 
🌻春暖花开好运到 272299984946640 CK米奇 江苏
震哥这个测评 就像我买了一辆我个人能力范围内选感觉最好的一辆车，我一个有钱朋友在跟我说，这车还行，但是你比起我还是不行 66470823480 向上211763186 山东
都懂的为啥这样说[马思纯的微笑] 4190545078 品牌厨电 山东
说话很含蓄 没有过多吐槽！[捂脸]应该不愿意得罪人 540586951051032 一二MYT 浙江
奔驰座椅和这个max版本座椅是一家的，主动式座椅，也是全球最好的供应商李尔的，你说其余两个版本座椅不好可以理解，你说这个版本不好，纯属小米钱没给够。这个充气的阀和泵小米还特别指出做优化了，比你那个奔驰g肯定声音要小[呲牙]买小米就要买max版本，和另外两个版本都不一样基本，顶级供应商里的东西，还做了优化。 6722608686 熊猫大坏处 江苏
哈哈，在允许曝光所有功能的情况下选择在08：08分[赞][赞][赞] 51661223966 koi气运之子 浙江
🌻春暖花开好运到 116995930462331 迎风飞翔的垃圾袋 广东
他要说没充值我是不信的 3425058783 雨后阳光140710993 安徽
花开富贵 84701796031 独一无二的乐观的香瓜 江苏
今天路上看见一台，确实漂亮 62601017952 淑朗姚生 广东
看到售价还这么说吗？30 万价格要 100 多万的需求，要啥自行车[捂脸] 14841042780 咙咚呛313 河北
震哥这次的发型好清爽 5837137961 X幽蓝 河北
雷总钱没给够啊[捂脸] 63310127920 石门何哥 河北
太到位了 105047974783 心在语途 广西
三十万可选择的太多了 [看] 52396441431 不吃火锅就吃烤卵匠 四川
牛一点的车评都会学老胡！兜兜转转一阵子，最后一句圆回来！[大笑] 110001343887 北方村夫 山东
震哥怎么说的这么平淡，这你受得了吗 3916168456 文武愛吃餅 陕西
雷总你知晓下就ok了[呲牙] 50858103422 咬轮子转 上海
🌸花 3906472998 斌哥说YOU 江苏
都不搞4s 8672513194 boboskye 浙江
我咋感觉，以振哥的个头，这有点放不下的感觉啊 1429021051075016 ゞ灬执迷不悟 河南
这是有刻意的保持与小米的距离，没办法，毕竟网络环境不好，理解理解。 2656886278331524 乘风破浪的山丘Ad 山东
雷没有跟震对应的“地位”“待遇”，所以没有雷震子[狗头]，其实十三还是车评界的“一线”[捂脸]。大老师就不一样的 105954466065 猴子坐副驾驶 湖北
这车外观感觉比帕美还好看 6943721093 人生放手去爱 山东
冰箱彩电大沙发，这些老米的核心技术怎么没讲？[灵光一闪] 110460262269 弹劾南东厂 辽宁
这颜色你受得了吗？ 6136123352 z6666668888888 山东
这后视镜调完不会关不上吧，坏了也不便宜吧 106221445147 ChampionHA 北京
没充值[呲牙] 1758829810813768 纯情白姑娘 辽宁
震哥说的很中肯。 8450521957775 木依逸 山西
这才是车评[赞]。有褒有贬，不是一味舔。 3152360517 茂名茂康眼镜 广东
明显没收钱，你受得了吗，口头禅都不说了，换成一般般，没啥用，你知晓就行[灵光一闪] 53661422967 该用户关住了你 江苏
米家生态主打一个脱裤子放屁：干净[捂脸] 52229420535 勇者拨云见日 湖北
小米太抠门 108779690564 喜庆的露珠iM 江苏
“还行”“一般”“一点点问题”哈哈啊哈哈哈哈，你这些词一出来，雷布斯都翻白眼 3068557606 八点半钟的太阳 湖南
这期节目把震哥憋屈的[捂脸][捂脸][捂脸] 6227374534 土豆哥321321 广东
客观评价 86379059477 淡泊的高山chen 浙江
震哥 实话实说，[赞] 55002592550 Marko4 青海
贼邪乎[捂脸] 14176737686 河边池水 江西
这次震哥吐槽小米SU7的地方确实有点多，这你受得了吗 51215237057 Achenko 湖南
搞不明白车头为什么要模仿保吋捷？ 86166581042 ggbh 贵州
能感觉的出来，你指出问题的时候还是很小心翼翼的。。。 60257972475 TOM1661 浙江
小米没加钱啊 60986075510 皆归一心 河北
车就是拿来开的交通工具整这么多屏幕还能专心开车吗[呲牙] 4296509085990759 迷茫中的80后 福建
很中肯的评价[灵光一闪] 927630612237667 豫见贵州 贵州
车我觉得安全性>可玩性 6105933637 DR有你真好 重庆
苏27空天军配色 52056352902 C337018612 北京
这么好看的颜色就叫保时捷蓝吧 6021028727 啦啦格朗 安徽
一开始还是委婉的说开起来很奔放，中间直接说路噪很大[捂脸]，喜欢震哥实话实话的风格 51215237057 Achenko 湖南
明显感觉出来雷军没给钱。[捂脸] 109969221876 喝口可乐就快乐 河南
这个和M9有的比吗？ 109891920061 王腾-NIK 广东
充值没到位，风格都变了 3440113809 Ber007KK 广东
911 880086867777207 不喜欢金罐的加多宝 河北
要是残疾人不能说话呢，你有没有想过，不能实现语音，只能通过物理按键，否则歧视残疾人 110516731829 向前冲冲冲kid 北京
他平时开什么车啊？看这些车哪个也不是他的菜，所以说想起来就是那样，挑这挑那的 5741238043 我就愿意看评论rW4q 河北
按照震哥总结，一般 111127376140 DDR火星 广东
你拿m9比[捂脸][捂脸][捂脸]你是来搞笑的吗，差一倍价格 65100715291 世间杂谈 江苏
求视频结尾音乐名是什么？ 509828668329628 一禅yc 安徽
现阶段唯一优势就是价格，结果[捂脸] 4611519944 檬壮飞 云南
竟然敢说小米车不好[马思纯的微笑] 2335008483450887 断水流大哥大 浙江
从那句不用苹果很久了真的值得一个点赞 3918266770 汶29685303 山东
难怪发布会视频不用你的了，你说实话太多 105047974783 心在语途 广西
拼凑的车，就一个外观。 52357040136 叶叶叶子的懒猫 河南
老郭的出镜率仅次于震哥 63373728249 不太冷849 河北
终于到账啦 97927157904 洗浴二楼的道德楷模 江苏
网上怎么都说你怼苏7 51922111658 杰少10000 广西
对于这种设计的后视镜，下雨天怎么处，新的时候能防水泼，后期有水怎么办 59921112292 多乒 浙江
这态度，一看就是小米没充值啊 76950384245 逍遥叹7569 江苏
没给钱？太不把橙子当回事了吧 51623168976 大亮亮的热与爱 海南
大概意思，车底盘不行，隔音不好，后排空间很一般，别人卖冰箱沙发，小米卖智能电器 53332302806 幼儿园老爷 云南
地盘好低 5517311357 蓉城小沫沫 四川
